X1 (mm),Y1 (mm),Z1 (mm)
3517.5003083646297,-6511.378941,3648.0323297679424
3503.017556667328,-6532.415545,3653.7800476551056
3488.4389957785606,-6553.424881,3659.5277655422688
3469.573917388916,-6566.475642,3660.854161977768
3454.8276242613792,-6587.41577,3666.601879864931
3439.5714361965656,-6607.531238,3671.907465606928
3419.6953907608986,-6618.849691,3672.3495977520943
3405.921283185482,-6642.079821,3679.4237120747566
3386.3411449193954,-6654.09671,3680.3079763650894
3369.954340517521,-6672.46063,3684.7292978167534
3357.505657851696,-6698.805452,3693.5719407200813
3335.7400357425213,-6706.665616,3692.245544284582
3318.7213039398193,-6724.106543,3696.2247335910797
3303.9940521121025,-6746.339805,3702.8567157685757
3286.809259414673,-6763.705044,3706.8359050750732
3266.8222861886024,-6775.372896,3707.720169365406
3248.729788273573,-6791.027699,3710.815094381571
3230.572021007538,-6806.634593,3713.9100193977356
3220.755448758602,-6840.047194,3726.731851607561
3198.6164774894714,-6847.457915,3725.405455172062
3180.9877440333366,-6864.563693,3729.3846444785595
3165.5318692326546,-6886.514771,3736.0166266560555
3151.087620973587,-6910.884212,3743.9750052690506
3131.7185063660145,-6924.605321,3746.1856659948826
3117.4342089891434,-6949.730018,3754.586176753044
3099.379498064518,-6966.637138,3758.5653660595417
3083.0605129897594,-6987.602142,3764.7552160918713
3068.4398781061172,-7012.64041,3773.155726850033
3049.7673527002335,-7028.60386,3776.692784011364
3035.6342475116253,-7055.229611,3785.9775590598583
3019.9582332372665,-7078.534673,3793.493805527687
2999.6252658367157,-7091.070928,3795.2623341083527
2985.141058564186,-7117.610253,3804.547109156847
2965.3567900657654,-7131.704473,3807.1999020278454
2946.5395361185074,-7148.231918,3811.179091334343
2931.3808250427246,-7173.844299,3820.021734237671
2910.3679798543453,-7185.298022,3821.348131
2892.654576778412,-7205.013664,3827.0958485603333
2876.173929065466,-7228.021948,3834.612095028162
2858.592013180256,-7248.493883,3840.8019450604916
2840.5849903821945,-7268.089807,3846.5496629476547
2820.217047035694,-7281.788971,3849.202455818653
2804.6124242842197,-7307.992568,3858.4872308671474
2787.9169665277004,-7331.653246,3866.4456094801426
2768.256802,-7347.726122,3870.424799
2748.2105447649956,-7362.907264,3873.9618559479713
2727.7858544290066,-7377.193061,3877.056780964136
2709.7675924301147,-7398.160555,3883.688763141632
2691.6461580097675,-7419.086807,3890.320745319128
2672.815051674843,-7438.283245,3896.068463206291
2656.297459,-7464.193775,3905.3532382547855
2636.9625355303288,-7482.459448,3910.6588239967823
2619.609543800354,-7506.605005,3919.059334754944
2603.0117931962013,-7533.256992,3928.7862419486046
2583.371656179428,-7551.391461,3934.0918276906013
2563.644899725914,-7569.476239,3939.397413432598
2544.686783105135,-7590.06232,3946.029395610094
2525.6264555454254,-7610.602827,3952.661378
2504.784690320492,-7625.984968,3956.6405670940876
2485.8130879700184,-7647.282197,3963.714681
2469.481111139059,-7677.07313,3975.2101171910763
2448.636954009533,-7693.159789,3979.6314386427402
2430.4114543497562,-7717.746559,3988.474081546068
2412.058113306761,-7742.293803,3997.316724449396
2392.520398646593,-7763.372366,4004.3908387720585
2374.9683816432953,-7791.267242,4015.002010256052
2354.1605069339275,-7808.822284,4020.307595998049
2334.548760354519,-7830.620496,4027.8238424658775
2314.318113029003,-7850.650899,4034.4558246433735
2296.245373815298,-7878.381295,4045.066996127367
2274.7958624362946,-7894.869432,4049.9304497241974
2254.4952224493027,-7915.613841,4057.0045640468597
2233.8455154299736,-7935.444047,4063.6365462243557
2213.335785537958,-7956.086254,4070.710660547018
2193.9090900421143,-7981.001218,4079.9954355955124
2171.764195472002,-7996.350486,4084.4167570471764
2151.172988,-8017.702915,4091.933003515005
2131.849653750658,-8044.206684,4102.102042853832
2107.841640383005,-8053.312159,4103.428439289331
2089.409138649702,-8084.056907,4115.808139353991
0,0,0
2050.722843080759,-8140.2136,4137.914747
2032.0164266824722,-8171.709804,4150.736578822136
2009.7155290395021,-8189.229671,4156.484296709299
1990.9149904698133,-8221.509637,4169.748261064291
1967.3497392088175,-8234.558149,4173.285318225622
1946.3979929685593,-8258.888675,4182.5700932741165
1926.127711161971,-8286.662539,4193.623396903276
1901.4969973415136,-8296.030248,4195.391925483942
1880.3857249468565,-8321.072267,4205.118832677603
1859.5288202911615,-8347.813725,4215.730004161596
1835.448019310832,-8360.488097,4219.2670613229275
1814.9101348221302,-8389.750181,4231.204629
1793.0883106291294,-8413.700899,4240.4894042909145
1770.399389743805,-8434.085541,4248.005650758743
1748.873278617859,-8460.558462,4258.616822242737
1726.3070864975452,-8482.583654,4267.017333000898
1704.6790878772736,-8509.827183,4278.070636630058
1683.0737961530685,-8537.897007,4289.566072404385
1661.8243940919638,-8568.55633,4302.387905
1640.5708655565977,-8600.046483,4315.651868969202
1618.1475146859884,-8626.19668,4326.263040453196
1596.067026257515,-8654.936975,4338.200608372688
1573.9853024482727,-8684.504914,4350.580308437347
1551.7372852563858,-8714.018222,4362.9600085020065
1529.6319285035133,-8745.243861,4376.223972856998
1507.1976501345634,-8775.531936,4389.045805066824
1484.144671663642,-8803.110786,4400.541241
1462.1077098995447,-8837.709742,4415.573733776808
1437.8608464747667,-8859.861367,4424.416376680136
1414.196605682373,-8886.376136,4435.469680309296
1393.7011870741844,-8934.098369,4457.134155422449
1366.2852399498224,-8938.33213,4457.134155422449
1340.4500925540924,-8953.126524,4462.439741164446
1317.529015302658,-8988.258199,4477.914366
1293.0039639472961,-9013.566823,4488.525537729263
1268.3360624313354,-9038.808884,4499.136709213257
1246.4513189792633,-9085.311404,4520.359052181244
1221.4325489401817,-9110.428617,4530.970223665237
1196.3879464492202,-9136.367222,4542.023527294397
1172.332894653082,-9171.13446,4557.498152375221
1147.9647116810083,-9204.950051,4572.530645310879
1121.1264059320092,-9220.003662,4578.278363198042
1096.1062481850386,-9251.011831,4591.98446
1068.6446129903197,-9262.350549,4595.963649004698
1043.8255815133452,-9297.674038,4611.880406230688
1019.3838715776801,-9338.282507,4630.449956327677
992.5269349515438,-9358.312627,4638.850467085838
966.8428505,-9390.757492,4653.440827876329
941.5927937626839,-9429.380082,4671.126113682985
914.2143920734525,-9448.294588,4679.084492
888.5689192414284,-9486.776598,4696.769778102636
861.2396508455276,-9509.110576,4706.496685296297
834.4851883,-9539.407214,4720.202781796455
807.5528884157538,-9569.629632,4733.908878296614
779.8614788,-9592.62441,4744.077917635441
753.6451871395111,-9636.105669,4764.415996313095
726.1614503338933,-9666.099659,4778.122092813253
698.4363683313131,-9695.120974,4791.386057168245
670.9719137996435,-9730.326851,4807.744946539402
642.8263600580394,-9758.29462,4820.5667787492275
614.6840919926763,-9788.866808,4834.715007394552
586.1998724490404,-9816.672069,4847.536839604378
556.5364846810699,-9826.483749,4851.516028910875
527.2021391242743,-9843.371341,4859.032275378704
496.3222767226398,-9831.50568,4852.400293201208
465.52020251750946,-9819.542966,4845.768311023712
434.6770035997033,-9804.79537,4837.809932410717
403.0412659049034,-9768.442929,4819.240382313728
372.45414584875107,-9753.500471,4811.282003700733
342.9067916497588,-9765.354054,4816.587589
313.8072838112712,-9793.254565,4829.851553797722
285.0593197,-9839.000029,4851.958161056042
257.4270988628268,-9938.459532,4900.592697024345
227.4469892140478,-9961.620678,4911.646000653505
197.23855860717595,-9980.207066,4920.488643556833
166.60380838811398,-9979.86811,4920.046511411667
135.56973295100033,-9949.838939,4905.014018476009
104.71202346216887,-9918.816421,4889.5393933951855
74.12654227390885,-9898.462023,4879.370354056358
43.60747118387371,-9864.559153,4862.569332540035
13.30804201751016,-9838.634814,4849.7475
-16.82575357,-9809.029627,4835.157139539719
-46.75202783,-9773.951206,4817.913985878229
-76.53365111,-9747.751451,4805.092153668404
0,0,0
-135.5905656,-9693.286753,4778.564225
-164.9919786,-9673.094828,4768.837317764759
-193.9278571,-9635.775722,4750.709899812937
-222.9067137,-9610.027426,4738.330199748278
-251.8000458,-9586.882557,4727.276896119118
-280.3956787,-9558.271418,4713.570799618959
-309.1957826,-9541.229281,4705.612421005964
-337.4169524,-9510.655118,4691.022060215473
-365.2461253,-9474.619887,4673.778906553984
-393.864526,-9462.70078,4668.473320811987
-421.6522433,-9433.67,4654.767224311829
-449.2227974,-9403.66243,4640.618995666504
-476.476531,-9370.887672,4625.144371
-503.4851094,-9337.137884,4609.227613
-531.4651082,-9323.908188,4603.479895472527
-558.4004414,-9294.478397,4589.773798972368
-584.820987,-9259.599978,4573.414909601212
-612.8705756,-9252.392726,4570.762116730213
-640.0130733,-9232.572921,4561.919473826885
-666.1328957,-9200.148886,4546.886980891228
-693.2750872,-9183.75184,4539.812866568565
-718.8475488,-9148.496446,4523.453977197409
-745.6702366,-9131.050499,4515.937731
-772.8472307,-9118.888193,4511.074277
-796.5815148,-9068.224964,4487.199141293764
-822.2055317,-9041.619974,4475.261573374271
-618.0166984,-6572.559452,3254.0925884246826
-639.4787664,-6584.02352,3260.7245706021786
-894.7432512,-8927.465077,4422.647848
-918.3485839,-8888.097519,4404.520430147648
-945.8972714,-8887.914201,4405.846826583147
-972.0863317,-8875.162739,4400.983372986317
-996.2986261,-8845.399248,4387.719408631325
-1022.709304,-8836.063872,4384.624484
-1046.849121,-8807.945279,4372.244783550501
-1071.260336,-8783.323762,4361.633612066507
-1097.311609,-8772.875565,4358.096554905176
-1121.027777,-8744.557198,4345.716854840517
-1144.346912,-8714.39719,4332.452890485525
-1167.730632,-8685.954816,4320.073190420866
-1191.072942,-8658.340018,4308.135622501373
-1210.132966,-8601.352898,4281.6076937913895
-1233.962197,-8579.843571,4272.7650508880615
-1255.062548,-8540.520315,4255.079765081406
-1277.264651,-8510.01948,4241.815800726414
-1304.182148,-8511.380196,4244.468593597412
-1329.041408,-8499.363656,4240.4894042909145
-1353.980443,-8488.159916,4236.952347129583
-1380.015486,-8483.966229,4236.952347129583
-1403.83656,-8466.419552,4230.320364952087
-1426.068573,-8439.962397,4219.2670613229275
-1448.760288,-8416.984339,4209.982286274433
-1470.704899,-8390.413074,4198.928982645273
-1490.766852,-8354.073304,4183.012225419283
-1511.421188,-8322.102523,4169.306128919125
-1534.338097,-8303.314365,4162.232014596462
-1558.148245,-8289.752732,4157.810693144798
-1578.858505,-8260.265335,4145.430993080139
-1601.6267,-8242.175432,4138.799010902643
-1622.560969,-8215.224207,4127.745707273483
-1642.815467,-8185.584052,4115.366007208824
-1666.128801,-8171.71673,4110.944686
-1688.645002,-8154.270112,4104.754835724831
-1707.378216,-8119.20771,4089.722342789173
-1733.403124,-8119.194448,4092.3751356601715
-1755.644914,-8101.565544,4086.185285627842
-1779.143302,-8090.009053,4083.090360611677
-1801.806058,-8074.88319,4078.226907014847
-1823.006518,-8053.570367,4070.2685284018517
-1843.49109,-8029.581075,4060.9837533533573
-1865.676124,-8013.404916,4055.6781676113605
-1887.77934,-7997.167733,4050.372581869364
-1908.965555,-7977.381084,4043.2984675467014
-1929.413885,-7954.925221,4034.897957
-1950.812833,-7936.774061,4028.7081067562103
-1971.468337,-7915.955795,4021.1918602883816
-1993.76995,-7902.042884,4017.212670981884
-2013.783849,-7879.377184,4008.8121602237225
-2036.37457,-7867.083857,4005.7172352075577
-2056.179684,-7844.314007,3997.316724449396
-2077.014828,-7825.832063,3991.1268744170666
-2100.548834,-7817.690346,3990.242610126734
-2120.521377,-7796.495707,3982.726363658905
-2142.050182,-7781.305536,3978.305042207241
-2163.024257,-7764.328402,3972.9994564652443
-2180.507317,-7735.209885,3961.504020690918
-2202.998382,-7724.171193,3959.293359965086
-2221.712377,-7700.139996,3950.450717061758
-2240.802301,-7677.789473,3942.492338448763
-2261.299484,-7660.555409,3937.186752706766
-2278.120325,-7631.235805,3925.691317
-2298.670496,-7614.764813,3920.8278633356094
-2315.737347,-7587.088052,3910.216691851616
-2335.300723,-7567.948354,3904.0268418192863
-2355.302573,-7550.473364,3898.7212560772896
-2376.567937,-7537.223727,3895.626331061125
-2398.04659,-7524.769378,3892.9735381901264
-2416.996211,-7504.570345,3886.3415560126305
-2435.289546,-7482.620584,3878.8253095448017
-2454.591722,-7464.036899,3873.0775916576385
-2470.691969,-7436.04245,3862.466420173645
-2490.354251,-7419.074082,3857.6029665768147
-2507.343165,-7394.409777,3848.7603236734867
-2525.657426,-7373.954592,3842.1283414959908
-2545.336227,-7357.694535,3837.707020044327
-2564.938959,-7341.383144,3833.285698592663
-2585.957632,-7329.250402,3831.075037866831
-2604.216804,-7309.453276,3824.8851878345013
-2625.111495,-7297.209414,3822.6745271086693
-2643.506139,-7278.161308,3816.926809221506
-2658.720375,-7250.64851,3806.757769882679
-2680.018409,-7239.933885,3805.431373
-2695.938572,-7214.87321,3796.588730543852
-2712.363099,-7191.461986,3788.6303519308567
-2734.094443,-7182.268324,3788.1882197856903
-2750.648044,-7159.61267,3780.6719733178616
-2772.600442,-7151.140271,3780.6719733178616
-2789.624486,-7130.071181,3774.0399911403656
-2812.803698,-7124.815966,3775.808519721031
-2833.985105,-7114.486346,3774.9242554306984
-2848.105723,-7086.616862,3764.7552160918713
-2868.485611,-7074.520784,3762.9866875112057
-2886.441141,-7056.554735,3758.1232339143753
-2893.707354,-7012.842489,3739.5536838173866
-2921.412796,-7018.83739,3747.512062430382
-2939.807808,-7002.398438,3743.532873123884
-2957.080162,-6983.434688,3738.2272873818874
-2977.434211,-6971.855063,3736.9008909463882
-2996.680703,-6957.744552,3734.248098
-3016.940666,-6946.050261,3732.9217016398907
-3037.516904,-6935.118221,3732.037437349558
-3053.343802,-6913.459309,3725.405455172062
-3069.431192,-6892.588336,3719.2156051397324
-3085.786764,-6872.501779,3713.467887252569
-3100.198241,-6848.293841,3705.509508639574
-3116.724975,-6828.958712,3700.2039228975773
-3132.78753,-6808.771819,3694.456205010414
-3149.51028,-6790.177947,3689.5927514135838
-3165.768359,-6770.73336,3684.287165671587
-3181.554661,-6750.441322,3678.539447784424
-3194.167154,-6723.634919,3669.2546727359295
-3209.744036,-6703.286709,3663.5069548487663
-3224.836657,-6682.098878,3657.3171048164368
-3242.183274,-6665.72101,3653.7800476551056
-3259.064958,-6648.493961,3649.800858348608
-3276.66595,-6632.835067,3646.7059333324432
-3289.005143,-6606.691929,3637.8632904291153
-3313.2805,-6604.587719,3642.2846118807793
-3330.290371,-6587.987748,3638.747554719448
-3342.751381,-6562.5542,3630.3470439612865
-3369.831684,-6565.833473,3637.8632904291153
-3387.487527,-6550.683527,3635.210497558117
-3405.496629,-6536.282948,3632.999836832285
-3426.367433,-6527.392657,3633.8841011226177
-3443.861104,-6512.092318,3631.2313082516193
-3458.762781,-6491.997052,3625.9257225096226
-3477.815176,-6479.774377,3625.041458
-3493.412588,-6461.184246,3620.620136767626
-3519.654061,-6462.251659,3627.2521189451218
-3536.874721,-6446.70458,3624.5993260741234
-3555.334729,-6433.467937,3623.272929638624
-3574.183075,-6420.962912,3622.3886653482914
-3593.427002,-6409.18457,3621.946533203125
-3611.309046,-6395.006284,3620.1780046224594
-3627.807429,-6378.438822,3617.0830796062946
-3646.467356,-6365.722421,3616.198815315962
-3660.153201,-6344.405305,3610.4510974287987
-3680.501516,-6334.697332,3611.3353617191315
-3696.747986,-6317.956467,3608.2404367029667
-3710.649673,-6297.312343,3602.934851
-3728.12124,-6282.812968,3601.1663223803043
-3739.097511,-6257.486122,3593.207943767309
-3754.115613,-6239.068405,3589.2287544608116
-3767.196755,-6217.549176,3583.4810365736485
-3784.852702,-6203.665041,3582.1546401381493
-3799.172579,-6184.381743,3577.7333186864853
-3814.825148,-6167.357336,3574.6383936703205
-3831.357408,-6151.817613,3572.4277329444885
-3849.736475,-6139.274265,3571.985600799322
-3865.201479,-6122.125417,3568.8906757831573
-3884.446904,-6110.995138,3569.3328079283237
-3899.309035,-6093.005258,3565.7957507669926
-3916.040511,-6077.997909,3564.027222186327
-3933.204836,-6063.697333,3562.700825750828
-3953.751013,-6054.606105,3564.4693543314934
-3971.322303,-6040.948673,3563.5850900411606
-3990.331973,-6029.484066,3564.027222186327
-4005.82759,-6012.734985,3561.3744293153286
-4025.754412,-6002.651937,3562.700825750828
-4039.634439,-5983.582283,3558.721636
-4054.947749,-5966.709287,3556.068843573332
-4068.676578,-5947.578338,3552.0896542668343
-4088.938851,-5938.02252,3553.858183
-4105.093685,-5922.501203,3552.0896542668343
-4123.244056,-5909.879313,3552.0896542668343
-4138.263246,-5892.797213,3549.436861395836
-4154.76936,-5877.876399,3548.1104649603367
-4173.302659,-5865.832567,3548.552597105503
-4191.279481,-5853.001752,3548.552597105503
-4203.971643,-5832.838949,3544.131275653839
-4222.900109,-5821.365826,3545.015539944172
-4239.682208,-5806.934086,3544.131275653839
-4256.41576,-5792.45389,3543.2470113635063
-4273.099841,-5777.925758,3542.3627470731735
-4288.128314,-5761.19165,3540.1520863473415
-4302.556872,-5743.701214,3537.499293476343
-4319.618225,-5729.757786,3537.0571613311768
-4324.164794,-5699.329388,3526.4459898471832
-3749.391439,-4910.408279,3045.406215906143
-3748.043117,-4877.545712,3032.1422515511513
-3772.317246,-4878.085926,3039.658498
-3777.900397,-4854.456006,3032.1422515511513
-3820.428098,-4878.150871,3054.248858809471
-3820.385616,-4847.38656,3042.3112908899784
-3843.599729,-4846.184328,3048.9432730674744
-3858.449552,-4834.369577,3048.9432730674744
-3859.221092,-4805.026208,3037.8899694383144
-3873.944591,-4793.16378,3037.8899694383144
-3880.142414,-4770.817988,3031.2579872608185
-3900.441837,-4765.832761,3035.6793087124825
-3908.202045,-4745.53542,3030.3737229704857
-3929.610809,-4741.81046,3035.6793087124825
-3973.436541,-4764.863992,3058.2280481159687
-3945.371261,-4701.806084,3025.5102693736553
-3963.249766,-4693.791923,3028.1630622446537
-3987.504313,-4693.230974,3035.6793087124825
-3998.969696,-4677.566491,3033.4686479866505
-4011.546837,-4663.236073,3032.1422515511513
-4046.967517,-4675.321002,3048.0590087771416
-4058.935573,-4660.17756,3046.290480196476
-4067.893357,-4641.631846,3042.3112908899784
-4101.098356,-4650.65768,3056.459519535303
-4099.868995,-4620.61013,3044.964083760977
-4118.206928,-4612.693535,3048.0590087771416
-4136.534974,-4604.708137,3051.1539337933064
-4144.026819,-4584.67642,3046.290480196476
-4160.486735,-4574.595194,3048.0590087771416
-4182.373642,-4570.411786,3053.8067266643047
-4196.98316,-4558.218693,3054.248858809471
-4210.338459,-4544.663091,3053.8067266643047
0,0,0
-4237.531175,-4518.089319,3053.3645945191383
-4267.378382,-4522.028282,3064.8600302934647
-4309.023644,-4538.185014,3084.7559768259525
-4327.883087,-4530.132393,3088.2930339872837
-4323.113391,-4497.433867,3075.029069632292
-4325.66681,-4472.544327,3067.0706910192966
-4344.998067,-4465.037661,3071.049880325794
-4351.146152,-4443.995337,3065.7442945837975
-4389.308792,-4455.545413,3082.987448245287
-4392.854986,-4431.865435,3075.9133339226246
-4371.594902,-4383.437211,3051.5960659384727
-4383.75206,-4368.738574,3050.711802
-4401.595302,-4359.68698,3053.8067266643047
-4411.754094,-4343.016374,3051.5960659384727
-4419.928239,-4324.442822,3048.0590087771416
0,0,0
-4458.63352,-4309.08439,3056.459519535303
-4495.120044,-4317.754042,3072.3762767612934
-4509.643183,-4305.18151,3073.260541051626
-4541.049169,-4308.611984,3085.6402411162853
-4552.941032,-4293.42925,3084.7559768259525
-4561.510679,-4275.147365,3081.6610518097878
-4549.664612,-4237.901337,3064.8600302934647
-4563.303257,-4224.532402,3065.302162438631
-4564.361395,-4199.581191,3057.343783825636
-4548.099084,-4158.925445,3037.8899694383144
0,0,0
-4602.154163,-4156.792714,3056.9016516804695
-4609.545612,-4137.8604,3053.3645945191383
-4647.652449,-4146.389601,3070.1656160354614
0,0,0
-4693.195073,-4135.584042,3083.4295803904533
0,0,0
-4681.270299,-4074.322169,3059.1123124063015
-4684.929001,-4052.31264,3053.3645945191383
-4678.974301,-4022.133589,3041.4270265996456
-4669.468997,-3989.116462,3027.278797954321
-4698.095625,-3988.704417,3037.8899694383144
-4709.625134,-3973.693691,3037.447837293148
-4718.357646,-3956.344273,3035.237176567316
-4751.834435,-3959.650142,3048.9432730674744
-4789.521031,-3966.220008,3065.302162438631
-4787.814911,-3940.108332,3056.459519535303
-4855.426605,-3970.827037,3091.830091148615
-4878.026922,-3964.397575,3098.462073326111
-4888.073416,-3947.722832,3097.1356768906116
-4908.556041,-3939.444571,3102.4412626326084
0,0,0
-4918.576605,-3898.110011,3093.5986197292805
-4938.263952,-3889.1063,3098.462073326111
-4948.759708,-3872.832027,3097.577809035778
-4963.450226,-3859.833384,3099.3463376164436
0,0,0
-4972.811632,-3818.38031,3090.5036947131157
-4980.224324,-3799.841532,3087.8509018421173
0,0,0
-5010.610178,-3774.609076,3092.2722232937813
-5017.858793,-3755.993937,3089.619430422783
-5020.721855,-3734.158112,3084.313844680786
-5023.498102,-3712.340352,3079.0082589387894
-5034.140608,-3696.380303,3078.566126793623
0,0,0
0,0,0
0,0,0
0,0,0
-5052.233923,-3591.700599,3055.5752552449703
0,0,0
0,0,0
-5129.224599,-3575.82641,3082.103183954954
-5154.91835,-3570.287361,3090.945826858282
-5154.024602,-3546.320482,3083.8717125356197
-5161.918529,-3528.466851,3082.103183954954
-5192.754058,-3526.218729,3094.040751874447
0,0,0
0,0,0
0,0,0
-5285.762224,-3495.378171,3123.6636056005955
0,0,0
0,0,0
-5228.139732,-3388.528545,3071.049880325794
-5227.19813,-3365.18997,3064.4178981482983
0,0,0
-5274.248317,-3349.88414,3079.892523229122
-5327.741543,-3360.965605,3105.094055503607
-5325.106559,-3336.508481,3097.577809035778
-5346.740505,-3327.263968,3104.209791213274
0,0,0
0,0,0
-5377.137524,-3277.912962,3104.209791213274
0,0,0
-5399.455585,-3246.244434,3105.536187648773
-5421.711273,-3237.020569,3112.6103019714355
-5435.474427,-3222.659053,3114.8209626972675
-5443.790252,-3205.057932,3113.9366984069347
-5457.469159,-3190.604948,3116.1473591327667
-5457.923565,-3168.442961,3110.841773
-5469.949608,-3153.027157,3112.168169826269
-5479.597323,-3136.230608,3112.168169826269
0,0,0
0,0,0
-5494.144872,-3077.774353,3104.209791213274
-5484.748689,-3050.44086,3093.5986197292805
-5505.859596,-3040.102964,3100.2306019067764
-5534.037368,-3033.544485,3110.841773
-5549.620595,-3019.981755,3114.378830552101
-5598.318047,-3024.257325,3136.485437810421
-5648.673945,-3029.109809,3159.4763093590736
-5614.3936,-2988.585347,3135.159041374922
-5642.569347,-2981.403191,3145.7702128589153
-5627.859729,-2951.580094,3132.5062485039234
-5616.998259,-2923.946338,3121.4529448747635
-5630.723804,-2909.170194,3124.105737745762
-5644.411018,-2894.337337,3126.7585306167603
-5635.677776,-2868.056832,3117.0316234230995
-5655.658974,-2856.414382,3123.221473455429
-5673.216252,-2843.470497,3128.0849270522594
-5680.307257,-2825.253176,3127.2006627619267
-5688.948036,-2807.812893,3127.2006627619267
-5702.368893,-2792.713301,3129.853455632925
-5727.044621,-2783.046151,3138.696098536253
-5730.708318,-2763.125504,3136.0433056652546
-5729.4492,-2740.885932,3130.737719923258
-5749.985604,-2729.064174,3137.369702100754
-5758.331343,-2711.410685,3137.369702100754
-5759.308598,-2690.315093,3133.390512794256
-5769.163251,-2673.387329,3134.274777084589
-5768.372964,-2651.554387,3129.4113234877586
0,0,0
-5804.965372,-2625.350708,3140.4646271169186
-5823.631513,-2612.301205,3146.2123450040817
-5820.965015,-2589.682693,3140.4646271169186
-5820.676687,-2568.191218,3136.0433056652546
-5872.901454,-2569.737498,3159.918442
-5853.604292,-2539.925655,3145.328080713749
-5853.953799,-2518.764607,3141.3488914072514
-5878.978798,-2508.184425,3150.6336664557457
-5865.168172,-2481.050721,3139.1382306814194
-5868.616472,-2461.310379,3136.9275699555874
-5905.955707,-2455.691473,3152.8443271815777
-5892.730395,-2429.015075,3141.7910235524178
-5914.270017,-2416.69278,3149.3072700202465
-5926.644637,-2400.556905,3151.960062891245
-5901.518817,-2369.330054,3134.7169092297554
-5942.929149,-2364.809903,3152.8443271815777
-5954.328577,-2348.21142,3155.0549879074097
0,0,0
-5961.096944,-2308.71662,3151.075798600912
-5964.802459,-2289.131924,3149.3072700202465
-5967.605238,-2269.227326,3147.0966092944145
-5977.057084,-2251.857058,3148.4230057299137
-5975.53453,-2230.372653,3144.0016842782497
-5977.301482,-2210.162903,3141.3488914072514
-5995.845286,-2196.133366,3147.538741439581
-6005.927415,-2178.951652,3149.3072700202465
-6006.675394,-2158.392182,3146.2123450040817
-6014.113788,-2140.254615,3146.654477149248
-6046.030263,-2130.73728,3159.918442
-6032.214288,-2105.085602,3149.3072700202465
-6008.124274,-2076.023473,3133.390512794256
0,0,0
-6048.784604,-2048.614106,3147.9808735847473
-6061.84473,-2032.327999,3151.5179307460785
-6081.671879,-2018.241096,3158.592045068741
-6092.948097,-2001.252714,3161.244837939739
-6065.791824,-1971.736405,3144.0016842782497
-6073.520318,-1953.666905,3144.8859485685825
0,0,0
-6088.815238,-1917.441339,3146.654477149248
-6119.503541,-1906.489025,3159.4763093590736
-6126.181108,-1887.969889,3159.918442
-6131.944387,-1869.166284,3159.918442
-6137.650156,-1850.344786,3159.918442
-6128.685415,-1827.149579,3152.4021950364113
-6153.189614,-1813.918153,3162.129102230072
-6124.281098,-1784.992578,3144.443816423416
-6128.866434,-1765.946875,3144.0016842782497
-6144.607387,-1750.083857,3149.3072700202465
-6130.089515,-1725.634116,3139.1382306814194
-6155.229976,-1712.3483,3149.3072700202465
-6159.589366,-1693.218524,3148.865138
-6174.276685,-1676.899113,3153.7285914719105
-6192.386865,-1661.435389,3160.3605736494064
-6190.519048,-1640.591348,3156.8235164880753
-6208.538789,-1624.998054,3163.455498665571
-6204.811107,-1603.698388,3159.0341772139072
0,0,0
0,0,0
-6215.826556,-1545.657148,3157.2656486332417
-6230.121328,-1528.931546,3162.129102230072
0,0,0
-6230.661542,-1488.591147,3157.707780778408
-6272.739443,-1478.316023,3176.719463020563
-6274.624181,-1458.455374,3175.393066585064
-6288.686434,-1441.402456,3180.2565201818943
-6292.203948,-1421.904546,3179.814388036728
-6297.412074,-1402.788758,3180.2565201818943
-6305.190489,-1384.23131,3182.025049
-6302.394363,-1363.363528,3178.4879916012287
-6295.143119,-1341.591254,3172.7402737140656
-6307.129955,-1323.930018,3176.719463020563
0,0,0
0,0,0
-6340.155453,-1270.052867,3187.3306345045567
-6333.461633,-1248.513926,3182.025049
-6343.426143,-1230.272627,3185.1199737787247
-6343.646622,-1210.133207,3183.351445198059
-6349.973908,-1191.16163,3184.6778416335583
-6342.131763,-1169.559918,3178.930123746395
0,0,0
-6350.071447,-1130.780586,3179.3722558915615
-6355.277743,-1111.602593,3180.2565201818943
-6380.758489,-1095.8953,3191.3098238110542
-6362.863358,-1072.735534,3180.6986523270607
-6376.743406,-1054.966272,3186.0042380690575
0,0,0
-6377.781916,-1014.97364,3183.351445198059
-6391.500589,-997.0611012,3188.657030940056
-6415.809076,-980.700327,3199.2682024240494
-6412.578187,-960.0826037,3196.1732774078846
-6438.567657,-943.7868292,3207.668713182211
-6443.208672,-924.2838619,3208.5529774725437
-6416.70159,-900.39895,3193.9626166820526
-6435.428911,-882.9030176,3201.9209952950478
-6462.999223,-866.4924503,3214.300695359707
-6448.729556,-844.4474837,3205.9001846015453
-6453.959,-825.0002734,3207.2265810370445
-6480.491329,-808.1929091,3219.1641489565372
-6478.488328,-787.7658841,3216.9534882307053
-6463.950786,-765.8812866,3208.5529774725437
-6476.071553,-747.1773975,3213.416431069374
-6447.136067,-723.8031283,3197.941806
-6441.301712,-703.1441887,3193.9626166820526
-6451.455893,-684.2305872,3197.941806
-6435.68017,-662.5973853,3189.0991630852222
-6449.285421,-644.008474,3194.8468809723854
-6456.587589,-624.7376437,3197.499673843384
-6457.58087,-604.8424979,3197.0575416982174
