X1 (mm),Y1 (mm),Z1 (mm)
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2173.1197035312653,126.44296124577522,2093.3138513565063
2182.1339502334595,120.25125268101692,2101.631655
2193.2897926568985,114.1177798062563,2112.028908967972
2198.669111609459,107.63503707200289,2116.8809609413147
2206.909335255623,101.25248864293098,2124.505614042282
2212.2506103515625,94.69709587097168,2129.357666015625
2217.5723357200623,88.10987400077283,2134.209717988968
2219.9931316375732,81.38526505604386,2136.2891688346863
2215.189602971077,74.40466121770442,2131.4371168613434
2199.5574578642845,67.12450410984457,2116.1878106594086
2205.5170708298683,60.53424958884716,2121.7330129146576
2199.207193851471,53.60944550484419,2115.4946603775024
2196.478938102722,46.80070097744465,2112.722059249878
2198.774125635624,40.101211577653885,2114.8015100955963
2190.959062576294,33.23501944541931,2107.176856994629
2193.212788581848,26.53926003538072,2109.2563078403473
2198.329234,19.856023299507797,2114.10836
2191.8929318785667,13.072860795538872,2107.870007276535
2184.7147572636604,6.327292082598433,2100.9385044574738
2181.1200053691864,-0.374729184,2097.472753047943
2177.504515528679,-7.05463313,2094.0070016384125
2180.3557589650154,-13.75327603,2096.779602766037
2161.5634936094284,-20.26674415,2078.7576954364777
2149.2385643720627,-26.74575957,2066.9741406440735
2137.615192055702,-33.16051922,2055.8837361335754
2135.341456234455,-39.67830079,2053.804285287857
2133.0476570129395,-46.18244395,2051.7248344421387
2154.5131158828735,-53.26071097,2072.5193428993225
2136.3268360495567,-59.36982824,2055.1905858516693
2142.6186071634293,-66.12381154,2061.4289383888245
2151.050255060196,-72.9902925,2069.746741771698
2158.7395135760307,-79.88247181,2077.3713948726654
2164.9661786556244,-86.76479204,2083.6097474098206
2169.010454893112,-93.59284182,2087.7686491012573
2183.11364,-100.9124828,2101.631655
2197.912058,-108.3550265,2116.1878106594086
2207.646694779396,-115.6254122,2125.8919146060944
2216.637382507324,-122.916638,2134.902868270874
2224.884579896927,-130.2219963,2143.2206716537476
2236.704996407032,-137.8007315,2155.0042264461517
2242.745161294937,-145.0809609,2161.242578983307
2250.9193724393845,-152.5457627,2169.5603823661804
2260.5065217018127,-160.163967,2179.264486312866
2265.0363017320633,-167.4703855,2184.116538286209
2275.2918922901154,-175.2489332,2194.513792514801
2283.3654017448425,-182.9193006,2202.8315958976746
2289.976645708084,-190.5213306,2209.763098716736
2290.817563533783,-197.6699183,2211.149399280548
2313.892100930214,-206.8146606,2234.0233585834503
2308.940240263939,-213.5143847,2229.8644568920135
2323.3423,-222.0371482,2244.4206128120422
2329.1059940457344,-229.8009649,2250.6589653491974
2336.2780895233154,-237.7481879,2258.283618450165
2347.007433772087,-246.1174444,2269.374022960663
2352.690947473049,-254.0131553,2275.612375497818
2357.6316887140274,-261.8664732,2281.157577753067
2382.598282456398,-272.0420075,2306.1109879016876
2391.0590302944183,-280.441967,2315.1219415664673
2410.940384030342,-290.2749867,2335.223299741745
2887.1818368434906,-356.6035057,2797.5545377731323
2957.5825610160828,-374.514576,2866.869565963745
2948.556639254093,-382.566358,2859.2449128627777
2960.2303381562233,-393.3194706,2871.721617937088
2974.0083045959473,-404.4391465,2886.2777738571167
2982.0346165299416,-414.8525212,2895.2887275218964
2995.0198917388916,-426.0294783,2909.151733160019
3004.3982169628143,-436.7715211,2919.548987388611
3013.025655388832,-447.4692188,2929.2530913352966
3021.615786552429,-458.2239437,2938.9571952819824
3036.578869342804,-470.0278767,2954.8996517658234
3050.0739963054657,-481.7030674,2969.455807685852
3059.256058394909,-492.7776772,2979.853061914444
3072.6664638519287,-504.6140242,2994.4092178344727
3086.743624687195,-516.6562152,3009.6585240364075
3100.0652008652687,-528.66838,3024.214679956436
3112.631877064705,-540.6437766,3038.0776855945587
3125.8639347553253,-552.8267242,3052.6338415145874
3138.341028213501,-564.9682729,3066.496847
3147.2279430031776,-576.5421317,3076.894101381302
3158.199049592018,-588.571922,3089.370806455612
3169.8337354660034,-600.8087568,3102.5406618118286
3182.8389644622803,-613.3952864,3117.0968177318573
3193.674286901951,-625.6514698,3129.5735228061676
3199.515729188919,-636.9947353,3137.198175907135
3213.7955347299576,-650.0946241,3153.140632390976
3221.670696079731,-661.9824303,3162.8447363376617
3231.619715690613,-674.3663567,3174.628291130066
3261.9718247652054,-691.1502993,3206.513204097748
3271.1108444929123,-703.5797421,3217.603608608246
3280.9084807634354,-716.2254553,3229.387163
3292.770458817482,-729.4055583,3243.2501690387726
3299.659584760666,-741.5587873,3252.2611227035522
3300.179904937744,-752.3193521,3255.0337238311768
3305.5813885331154,-764.2266151,3262.658376932144
3300.413973927498,-773.7062829,3259.8857758045197
3308.543697953224,-786.3281543,3270.2830300331116
3300.5097287893295,-795.1244138,3264.7378277778625
3293.8533325195312,-804.2206964,3260.578926086426
3290.6708692908287,-814.1491934,3259.8857758045197
3283.9628241062164,-823.1894656,3255.726874113083
3284.9149837493896,-834.1476588,3259.1926255226135
3288.622884452343,-845.8376191,3265.4309780597687
3295.7778587937355,-858.4666271,3275.1350820064545
3329.3703850507736,-878.1327422,3311.178896665573
